color,,black,black,black,blue,blue,blue,red,red,red,white,white,white,yellow,yellow,yellow
semantic,,devil,evil,ghosty,devil,evil,ghosty,devil,evil,ghosty,devil,evil,ghosty,devil,evil,ghosty
size,shape,,,,,,,,,,,,,,,
colossal,humanoid,2.6818181818181817,2.309090909090909,2.190909090909091,2.4727272727272727,2.4363636363636365,2.327272727272727,2.4363636363636365,2.290909090909091,2.9363636363636365,3.036363636363636,2.418181818181818,2.3181818181818183,1.6636363636363636,1.7454545454545454,2.109090909090909
colossal,quadruped,1.8272727272727274,2.6545454545454548,3.3545454545454545,3.081818181818182,2.881818181818182,1.7636363636363637,1.809090909090909,3.0,3.118181818181818,1.5909090909090908,2.609090909090909,1.5727272727272728,1.9636363636363636,2.381818181818182,1.8181818181818181
human,humanoid,1.5545454545454545,1.8909090909090909,1.2545454545454546,3.4727272727272727,3.0454545454545454,2.0090909090909093,2.8454545454545452,2.018181818181818,2.618181818181818,1.2272727272727273,2.2818181818181817,1.4636363636363636,2.5,1.8,2.672727272727273
human,quadruped,1.6545454545454545,1.6727272727272726,1.9272727272727272,1.990909090909091,2.0090909090909093,1.7,1.6636363636363636,2.109090909090909,1.4545454545454546,1.290909090909091,2.2818181818181817,1.5636363636363637,1.6636363636363636,1.5,2.4454545454545453
