Timestamp,Heart rate,RR intervals
2023-04-29 23:07:40,81,"[804, 797]"
2023-04-29 23:07:41,80,[745]
2023-04-29 23:07:42,81,"[694, 702]"
2023-04-29 23:07:43,81,[695]
2023-04-29 23:07:45,82,[685]
2023-04-29 23:07:45,84,"[670, 684]"
2023-04-29 23:07:46,85,[691]
2023-04-29 23:07:47,86,"[665, 693]"
2023-04-29 23:07:47,86,[720]
2023-04-29 23:07:48,87,[756]
2023-04-29 23:07:49,85,"[785, 763]"
2023-04-29 23:07:51,85,[791]
2023-04-29 23:07:52,83,"[786, 737]"
2023-04-29 23:07:53,83,[714]
2023-04-29 23:07:54,84,"[704, 702]"
2023-04-29 23:07:55,84,[663]
2023-04-29 23:07:56,86,"[653, 636]"
2023-04-29 23:07:57,88,"[624, 615]"
2023-04-29 23:07:58,90,[633]
2023-04-29 23:07:59,91,[641]
2023-04-29 23:08:00,92,"[701, 751]"
2023-04-29 23:08:01,91,[757]
2023-04-29 23:08:02,89,[796]
2023-04-29 23:08:03,86,"[809, 747]"
2023-04-29 23:08:04,85,[748]
2023-04-29 23:08:05,85,[745]
2023-04-29 23:08:06,84,"[729, 730]"
2023-04-29 23:08:08,84,[751]
2023-04-29 23:08:08,84,[766]
2023-04-29 23:08:09,84,"[729, 779]"
2023-04-29 23:08:20,83,[737]
2023-04-29 23:08:21,83,[758]
2023-04-29 23:08:22,83,"[726, 776]"
2023-04-29 23:08:23,83,[788]
2023-04-29 23:08:24,82,[724]
2023-04-29 23:08:25,82,"[743, 750]"
2023-04-29 23:08:26,82,[700]
2023-04-29 23:08:26,83,"[711, 718]"
2023-04-29 23:08:28,83,[737]
2023-04-29 23:08:29,84,"[700, 722]"
2023-04-29 23:08:30,84,[728]
2023-04-29 23:08:31,84,[748]
2023-04-29 23:08:32,84,"[723, 730]"
2023-04-29 23:08:32,84,[696]
2023-04-29 23:08:34,85,"[678, 685]"
2023-04-29 23:08:35,86,"[665, 648]"
2023-04-29 23:08:35,87,[658]
2023-04-29 23:08:37,89,"[654, 650]"
2023-04-29 23:08:38,90,[670]
2023-04-29 23:08:38,90,"[675, 659]"
2023-04-29 23:08:40,91,[680]
2023-04-29 23:08:41,91,"[684, 654]"
2023-04-29 23:08:41,91,[677]
2023-04-29 23:08:43,91,"[679, 672]"
2023-04-29 23:08:44,91,[671]
2023-04-29 23:08:44,91,"[685, 693]"
2023-04-29 23:08:46,91,[676]
2023-04-29 23:08:47,91,[712]
2023-04-29 23:08:47,90,"[723, 718]"
2023-04-29 23:08:49,89,[732]
2023-04-29 23:08:50,88,"[737, 716]"
2023-04-29 23:08:51,87,[695]
2023-04-29 23:08:53,87,"[714, 729]"
2023-04-29 23:08:53,87,[752]
2023-04-29 23:08:54,86,[748]
2023-04-29 23:08:55,85,"[768, 751]"
2023-04-29 23:08:56,85,[713]
2023-04-29 23:08:57,85,[740]
2023-04-29 23:08:58,84,"[746, 726]"
2023-04-29 23:08:59,84,[724]
2023-04-29 23:09:00,84,"[726, 738]"
2023-04-29 23:09:01,84,[711]
2023-04-29 23:09:02,84,[743]
2023-04-29 23:09:03,84,"[753, 732]"
2023-04-29 23:09:04,84,[784]
2023-04-29 23:09:05,84,[770]
2023-04-29 23:09:06,83,"[732, 760]"
2023-04-29 23:09:07,83,[745]
2023-04-29 23:09:08,83,"[721, 759]"
2023-04-29 23:09:09,83,[766]
2023-04-29 23:09:10,83,[750]
2023-04-29 23:09:11,82,"[798, 801]"
2023-04-29 23:09:13,82,[772]
2023-04-29 23:09:13,81,[742]
2023-04-29 23:09:14,81,"[755, 755]"
2023-04-29 23:09:15,81,[744]
2023-04-29 23:09:16,81,[758]
2023-04-29 23:09:17,81,"[765, 736]"
2023-04-29 23:09:18,81,[764]
2023-04-29 23:09:19,81,[762]
2023-04-29 23:09:20,81,"[732, 767]"
